EMPIN,TOTINC,INCTAX,CIP,HRSWRK,NOCS,HHSIZE,CF_RP,COW,MODE,YEAR,CITIZEN,AGEGRP,CFSTAT,POWST,GENSTAT,LFTAG,PR,ATTSCH,CMA,KOL,MARSTH,EFSIZE,SEX,CFSIZE,BEDRM,ROOM,CONDO,REPAIR,DTYPE,PID,SIM_HH_ID
10970.876,29771.152,2878.7388,10,0,99,6,2,9,9,2025,1,8,1,9,4,13,5,1,999,1,2,6,1,6,2,3,0,3,1,60df7a83,692
48970.875,59771.152,7877.739,4,5,5,2,2,1,2,2025,1,5,4,4,4,1,3,1,999,3,1,2,1,2,2,4,0,1,1,c39378bd,692
88970.875,103771.16,23877.738,13,5,10,2,1,1,2,2025,2,11,1,6,1,1,2,1,462,3,2,2,2,2,3,4,0,1,1,e40f8321,693
10970.876,16771.152,2877.7388,13,0,7,3,2,1,9,2025,1,4,3,9,3,4,4,2,835,1,1,3,2,3,2,2,0,1,1,45394f45,693
69970.875,87771.16,16877.738,10,0,5,4,1,1,9,2025,1,9,1,1,4,2,3,1,999,1,2,4,2,4,2,2,0,2,1,e6e2d5b6,694
42970.875,46771.152,5877.739,13,5,10,2,2,1,2,2025,1,4,1,4,4,1,3,1,999,3,1,2,2,2,2,3,0,1,3,94d87411,694
10970.876,16771.152,2877.7388,99,99,99,2,2,9,9,2025,1,2,3,9,2,99,3,9,535,1,1,2,1,1,3,4,0,1,1,cf045cc8,694
10970.876,16771.152,2877.7388,99,99,99,4,2,9,9,2025,1,1,3,9,3,99,3,9,999,3,1,4,1,4,2,4,0,2,1,c00fd4c5,694
66970.875,86771.16,17877.738,5,0,7,3,1,1,2,2025,2,9,1,6,1,2,3,1,535,1,2,3,1,3,3,4,0,1,1,b5508a8f,695
12970.876,22771.152,2877.7388,13,0,7,4,2,1,9,2025,1,3,3,9,4,11,4,2,835,1,1,4,1,4,2,3,0,1,2,41b31df1,695
10970.876,16771.152,2877.7388,99,99,99,4,2,9,9,2025,1,1,3,9,3,99,1,9,999,1,1,4,1,4,2,3,0,1,1,a1d26b14,695
68970.875,93771.16,19877.738,13,8,9,2,1,3,9,2025,1,11,1,1,3,1,4,1,999,1,2,2,2,2,2,2,0,1,2,6fd92b1a,696
85970.875,111771.16,23877.738,7,4,2,2,2,1,7,2025,1,7,1,4,4,1,4,1,835,1,2,2,1,2,2,3,0,2,1,7003b483,696
10971.876,65771.16,10877.738,13,0,99,2,1,9,9,2025,1,12,1,9,4,13,5,1,933,1,2,2,2,2,2,3,0,2,1,b09b1934,697
32970.875,42771.152,2878.7388,1,5,6,2,2,1,9,2025,1,5,1,1,4,1,3,2,999,1,1,2,1,2,2,2,0,1,3,57c93db1,697
11970.876,70771.16,16877.738,6,0,99,2,1,9,9,2025,2,13,1,9,1,13,3,1,535,1,2,2,2,2,2,2,0,2,3,fbd590c2,698
10970.876,16771.152,2877.7388,99,99,99,3,2,9,9,2025,1,1,3,9,4,99,1,9,999,1,1,3,2,3,1,1,0,1,2,403e3d8f,698
42970.875,58771.152,4877.739,13,0,5,3,1,1,9,2025,1,11,1,9,4,11,2,1,999,2,1,3,1,3,3,4,0,2,1,11a6f869,699
10970.876,16771.152,2877.7388,99,99,99,5,2,9,9,2025,1,1,3,9,4,99,5,9,999,1,1,5,2,5,2,3,0,2,1,9c602fb4,699
72970.875,77771.16,9877.738,4,4,5,3,2,1,2,2025,1,7,1,6,3,1,3,1,999,1,2,3,1,3,2,2,0,1,1,a5b08137,699
100970.875,106771.16,26877.738,8,5,8,3,1,1,2,2025,1,7,1,7,4,1,3,1,999,3,2,3,2,3,3,3,0,2,1,94ab4bbb,700
16970.875,61771.152,8877.738,8,0,99,2,2,9,9,2025,1,13,1,9,4,14,4,1,825,1,2,2,2,2,2,4,0,1,1,9456aa19,700
10970.876,16771.152,2877.7388,99,99,99,4,2,9,9,2025,1,1,3,9,4,99,5,9,933,1,1,4,2,4,2,3,0,3,2,96b0908e,700
85970.875,94771.16,19877.738,8,5,8,2,1,1,2,2025,2,11,1,4,1,1,4,1,825,1,2,2,2,2,2,4,0,2,1,f74bad86,701
46970.875,56771.152,11877.738,8,5,8,3,2,1,2,2025,1,6,1,6,4,1,2,1,462,2,1,3,2,3,2,4,0,1,1,63823259,701
54970.875,67771.16,11877.738,5,5,7,2,1,1,2,2025,3,5,1,4,1,1,2,1,462,2,2,2,2,2,2,3,0,1,3,cf89d635,702
10970.876,29771.152,2877.7388,13,0,99,2,2,9,9,2025,1,12,1,9,3,13,3,1,999,1,2,2,1,2,2,4,0,2,1,3500d2ee,702
10970.876,29771.152,2877.7388,13,0,99,2,1,9,9,2025,2,13,2,9,1,13,3,1,999,1,3,2,1,2,2,3,0,1,1,06916389,703
10970.876,16771.152,2877.7388,99,99,99,3,2,9,9,2025,1,1,4,9,4,99,3,9,999,1,1,3,1,3,1,1,0,1,2,973b41a2,703
23970.875,48771.152,3877.7388,13,0,10,4,1,1,9,2025,2,9,1,9,1,3,3,1,999,1,2,4,2,4,2,2,0,1,1,ae439efd,704
91970.875,75771.16,10877.738,13,5,9,3,2,1,5,2025,1,7,1,5,4,1,3,1,999,1,1,3,2,3,3,4,0,2,1,8477f08d,704
10970.876,16771.152,2877.7388,99,99,99,4,2,9,9,2025,1,1,4,9,4,99,2,9,462,2,1,4,1,4,2,2,0,1,1,d8671383,704
55970.875,80771.16,12877.738,8,5,2,3,2,1,9,2025,1,12,1,1,1,1,3,1,999,1,2,3,2,3,2,2,0,1,1,6c042d67,704
68970.875,85771.16,15877.738,8,9,8,2,1,1,2,2025,1,6,1,4,3,1,4,1,835,1,1,2,2,2,2,3,0,1,3,a7889a4b,705
74970.875,101771.16,22877.738,8,5,3,2,2,3,9,2025,1,11,1,1,4,1,2,1,999,3,2,2,2,2,2,2,0,1,2,a8733ded,705
160970.88,196771.16,48877.74,5,6,2,4,1,1,9,2025,1,9,1,1,4,1,3,1,535,1,2,4,1,4,1,3,0,1,1,fbb0444e,706
50970.875,83771.16,20877.738,13,3,3,2,2,1,2,2025,1,12,1,6,2,1,2,1,462,3,2,2,2,2,2,1,1,3,2,939112ed,706
68970.875,77771.16,15877.738,10,4,4,2,2,1,2,2025,1,10,1,5,4,1,4,1,835,1,2,2,1,2,2,2,0,1,2,7c448e7e,706
10970.876,22771.152,2877.7388,13,0,99,2,2,9,9,2025,1,12,1,9,4,13,2,1,462,2,1,2,1,2,1,1,0,1,2,94073d98,706
21970.875,58771.152,5877.739,5,2,2,2,1,2,9,2025,1,12,1,1,4,1,3,1,999,1,1,2,2,2,2,2,0,1,3,f1471443,707
10970.876,17771.152,2877.7388,13,1,7,2,2,1,6,2025,1,3,4,4,2,1,3,2,535,3,1,2,1,2,2,3,0,1,1,653f3a65,707
97970.875,99771.16,12877.738,5,4,5,2,1,1,9,2025,1,7,1,1,4,1,3,1,999,1,2,2,1,2,2,2,0,1,2,55171741,708
10970.876,16771.152,2877.7388,99,99,99,4,2,9,9,2025,1,2,3,9,3,99,5,9,933,3,1,4,1,4,3,4,0,1,1,226ca6e6,708
50970.875,60771.152,8877.738,10,6,4,4,1,1,2,2025,1,7,1,6,4,1,3,1,999,1,2,4,1,4,1,2,0,3,1,dff1d583,709
18970.875,38771.152,2878.7388,5,0,7,4,2,2,9,2025,1,11,1,1,4,2,2,1,999,3,1,4,2,4,2,4,0,1,1,b973d1a2,709
10970.876,25771.152,2877.7388,13,0,99,2,2,9,9,2025,2,13,1,9,1,13,2,1,462,2,2,2,1,2,2,3,0,1,1,4547c87d,709
56970.875,64771.152,11877.738,1,5,2,2,2,1,2,2025,2,10,1,6,1,1,3,1,535,1,2,2,1,2,2,3,0,1,1,ddf6f00e,709
74970.875,89771.16,14877.738,3,5,5,2,1,1,2,2025,1,7,1,5,3,1,3,1,999,1,2,2,2,2,2,3,0,2,1,4e98a3d8,710
48970.875,59771.152,3877.7388,2,5,5,4,2,1,2,2025,1,6,3,4,4,1,5,1,933,1,1,4,1,4,3,4,0,1,1,58027ffe,710
52970.875,82771.16,8877.738,5,0,7,3,1,1,9,2025,1,6,1,9,3,6,3,1,535,1,2,3,1,3,2,3,0,1,1,5c952062,711
10970.876,16771.152,2877.7388,13,0,99,4,2,9,9,2025,1,4,3,9,4,13,2,2,999,3,1,4,1,4,2,4,0,1,1,fc293c80,711
10970.876,16771.152,2877.7388,99,99,99,5,2,9,9,2025,1,2,3,9,2,99,3,9,999,3,1,5,1,4,2,4,0,1,1,1d23f3c6,711
10970.876,38771.152,2878.7388,13,0,99,2,1,9,9,2025,1,12,1,9,4,14,4,1,999,1,2,2,2,2,1,2,1,1,2,7e67e8fa,712
10970.876,16771.152,2877.7388,99,99,99,2,2,9,9,2025,1,2,3,9,4,99,4,9,835,1,1,2,1,2,3,4,0,1,1,d4bf59e4,712
10970.876,39771.152,2877.7388,11,0,99,2,1,9,9,2025,1,12,1,9,3,14,5,1,999,1,2,2,2,2,3,3,0,2,1,8b853bcd,713
18970.875,23771.152,2877.7388,13,4,8,2,2,1,2,2025,1,3,4,2,4,1,5,2,999,1,1,2,2,2,2,2,0,1,1,184b8a3f,713
100970.875,106771.16,15877.738,10,5,2,4,1,1,2,2025,1,8,1,4,4,1,5,1,999,1,2,4,1,4,2,4,0,2,1,b2048bed,714
10970.876,41771.152,3877.7388,1,0,99,2,2,9,9,2025,1,13,1,9,3,13,5,1,999,1,2,2,1,2,2,3,1,2,2,5f04f25b,714
160970.88,206771.16,86877.74,8,5,1,2,2,1,9,2025,1,6,1,1,4,1,3,1,535,1,2,2,2,2,3,4,0,2,1,908ff0f6,714
10970.876,16771.152,2877.7388,99,99,99,3,2,9,9,2025,1,1,4,9,4,99,5,9,999,1,1,3,1,2,2,2,0,2,3,7b8ab2fe,714
10970.876,50771.152,7877.739,13,0,99,2,1,9,9,2025,1,13,1,9,4,13,4,1,999,1,2,2,2,2,3,4,0,2,1,0e0229bc,715
10970.876,17771.152,2877.7388,99,99,99,5,2,9,9,2025,1,1,3,9,4,99,2,9,462,3,1,5,1,5,2,2,1,1,2,0a2935cd,715
20970.875,34771.152,2878.7388,10,1,4,3,1,1,2,2025,1,7,1,4,4,1,3,1,999,1,2,3,1,3,1,1,0,1,2,f68c2aba,716
10970.876,16771.152,2877.7388,99,99,99,6,2,9,9,2025,2,1,3,9,1,99,2,9,999,4,1,6,2,4,2,4,0,1,1,ec8d9284,716
21970.875,28771.152,2878.7388,13,3,7,3,2,1,2,2025,1,3,4,5,4,1,3,2,999,1,1,3,2,3,3,4,0,1,1,3ce102e6,716
37970.875,52771.152,4877.739,5,4,1,4,1,1,2,2025,1,7,1,4,4,1,2,2,999,2,1,4,1,4,2,3,0,1,1,c2135a12,717
47970.875,74771.16,17877.738,10,3,4,5,2,1,2,2025,1,7,1,5,4,1,4,1,835,3,2,5,1,5,2,2,0,1,2,45c5b47f,717
10970.876,16771.152,2877.7388,99,99,99,3,2,9,9,2025,2,2,3,9,1,99,3,9,535,1,1,3,2,3,1,1,0,2,2,63426940,717
10971.876,53771.152,9877.738,3,0,99,2,2,9,9,2025,1,13,1,9,2,13,2,1,462,1,2,2,1,2,2,3,0,1,3,61fb770f,717
10971.876,42771.152,2878.7388,8,0,99,2,1,9,9,2025,1,12,1,9,4,13,3,1,999,1,1,2,1,2,2,2,0,2,2,99ccb6a6,718
10970.876,16771.152,2877.7388,13,0,99,3,2,9,9,2025,1,3,3,9,2,14,5,2,933,1,1,3,2,3,3,3,0,1,2,1dd6e166,718
10970.876,39771.152,2878.7388,13,2,2,3,1,2,4,2025,1,7,2,2,4,1,5,1,999,1,1,3,2,3,2,3,0,1,1,83b93da6,719
10970.876,36771.152,2878.7388,13,0,99,2,2,9,9,2025,2,12,1,9,1,13,4,1,825,1,2,2,1,2,3,4,0,2,1,10bd6acb,719
10970.876,16771.152,2877.7388,99,99,99,3,2,9,9,2025,1,1,3,9,2,99,3,9,535,1,1,3,2,3,1,1,0,3,2,d2369fa2,719
42970.875,68771.16,7877.739,13,7,9,2,1,1,2,2025,1,12,1,2,4,1,5,1,999,1,1,2,2,2,2,3,0,2,1,8f75c2b6,720
10970.876,16771.152,2877.7388,99,99,99,4,2,9,9,2025,1,1,3,9,4,99,5,9,933,1,1,4,1,4,2,2,0,1,2,9c2bc634,720
47970.875,83771.16,17877.738,8,7,8,4,1,3,2,2025,1,8,1,2,4,1,4,1,999,1,2,4,2,4,2,2,0,1,1,9914c157,721
10970.876,28771.152,2877.7388,13,0,99,2,2,9,9,2025,1,12,1,9,4,13,3,1,999,3,2,2,1,2,2,3,0,1,1,779280e5,721
10970.876,16771.152,2877.7388,99,99,99,3,2,9,9,2025,1,2,4,9,4,99,1,9,999,1,1,3,2,3,2,2,0,1,2,d3725bd0,721
10971.876,29771.152,2877.7388,11,0,99,2,2,9,9,2025,1,11,1,9,4,13,1,1,999,1,2,2,1,2,2,1,0,3,2,cf8eeac9,721
180970.88,186771.16,41877.74,7,5,3,2,1,1,9,2025,1,8,1,1,4,1,3,1,999,1,2,2,1,2,3,4,0,1,1,db14bbf2,722
10970.876,33771.152,2877.7388,13,0,99,2,2,9,9,2025,1,12,1,9,4,13,5,1,999,1,2,2,2,2,2,3,0,1,3,1b4d7fc0,722
42970.875,82771.16,11877.738,5,1,6,2,1,1,2,2025,1,13,1,4,2,1,3,1,999,1,2,2,2,2,2,2,0,1,2,c7d9a112,723
10970.876,24771.152,2877.7388,13,0,99,3,2,9,9,2025,3,11,1,9,1,13,4,1,835,1,2,3,1,3,3,3,0,1,1,8bd2eaf8,723
55970.875,94771.16,19877.738,5,5,1,3,1,3,9,2025,1,12,1,1,4,1,3,2,999,1,1,3,2,3,2,2,0,1,3,a004a4d8,724
10970.876,26771.152,2877.7388,2,0,99,2,2,9,9,2025,1,13,1,9,4,13,2,1,462,2,2,2,1,2,2,2,0,2,2,70e20cd1,724
74970.875,82771.16,13877.738,2,8,6,2,2,1,5,2025,1,4,1,4,1,1,3,1,535,1,1,2,1,2,3,4,1,1,3,41ac6575,724
46970.875,64771.152,9877.738,8,3,7,4,1,1,9,2025,2,7,1,1,1,1,5,1,933,1,2,4,2,4,2,2,0,2,2,1bf2f65b,725
13970.876,44771.152,7877.739,13,0,99,2,2,9,9,2025,2,12,1,9,1,13,5,1,933,3,1,2,1,2,3,4,0,1,1,24712b38,725
25970.875,28771.152,2877.7388,13,5,8,3,2,1,2,2025,1,5,3,2,4,1,4,2,835,1,1,3,2,3,2,2,0,1,3,8dc77aeb,725
49970.875,58771.152,8877.738,13,0,8,3,2,1,2,2025,1,11,1,2,4,2,4,1,825,1,2,3,2,3,3,4,0,1,1,77871073,725
16970.875,85771.16,22877.738,5,0,99,2,1,9,9,2025,1,12,1,9,4,13,2,1,462,2,2,2,2,2,2,3,0,2,1,4e84d224,726
10970.876,22771.152,2877.7388,10,0,99,2,2,9,9,2025,2,8,1,9,1,14,3,2,535,1,2,2,1,2,1,1,0,1,1,3af32db4,726
38970.875,53771.152,5877.739,13,5,2,3,1,1,2,2025,2,10,2,5,1,1,3,2,999,1,3,3,1,3,3,4,0,1,1,b4213923,727
103970.875,107771.16,19877.738,5,7,2,3,2,1,9,2025,1,6,1,1,2,1,4,1,999,1,2,3,2,3,2,1,0,1,1,9127872e,727
14970.876,29771.152,2878.7388,13,0,99,2,2,9,9,2025,1,11,4,9,4,13,3,1,999,1,1,2,2,2,2,2,0,1,2,494a3e73,727
46970.875,72771.16,11877.738,8,0,3,4,1,1,9,2025,1,8,1,9,4,4,1,1,999,1,2,4,2,4,3,4,0,2,1,df92af24,728
10970.876,16771.152,2877.7388,99,99,99,2,2,9,9,2025,1,2,4,9,4,99,3,9,535,3,1,2,1,2,2,3,0,2,2,bb9bb312,728
10970.876,40771.152,6877.739,3,0,99,2,2,9,9,2025,1,13,1,9,4,13,4,1,999,1,2,2,1,2,2,3,0,3,1,c4f01284,728
10970.876,17771.152,2877.7388,13,0,8,3,2,1,9,2025,2,10,4,9,1,12,3,1,999,1,3,3,2,3,2,2,0,2,2,43237166,728
62970.875,66771.16,7877.739,13,5,7,4,1,1,2,2025,1,9,2,4,4,1,4,1,835,1,1,4,2,3,2,2,1,1,3,c756608d,729
30970.875,49771.152,6877.739,8,0,8,3,2,1,9,2025,1,6,1,9,2,11,2,1,462,3,1,3,2,3,1,1,1,1,2,61663760,729
11970.876,19771.152,2877.7388,13,0,8,4,2,1,9,2025,1,3,3,9,4,11,5,2,933,1,1,4,2,4,2,1,1,1,2,2d331098,729
95970.875,96771.16,14877.738,8,6,3,2,2,1,2,2025,1,6,1,5,4,1,4,1,835,1,1,2,1,2,2,2,0,2,1,d30eb71a,729
98970.875,136771.16,32877.74,10,4,5,5,1,1,2,2025,1,7,1,4,4,1,2,1,462,3,2,5,1,5,2,2,0,1,1,a99ced92,730
10970.876,30771.152,2877.7388,13,0,99,2,2,9,9,2025,1,12,1,9,4,13,3,1,999,1,2,2,1,2,3,4,0,1,1,1399600b,730
10970.876,16771.152,2877.7388,99,99,99,4,2,9,9,2025,1,2,3,9,4,99,4,9,999,1,1,4,1,4,2,4,0,1,1,bd9e4933,730
10970.876,16771.152,2877.7388,99,99,99,3,2,9,9,2025,1,1,3,9,4,99,3,9,999,1,1,3,2,3,3,4,0,2,1,1361e339,730
14970.876,38771.152,2878.7388,13,3,7,2,2,1,2,2025,1,12,1,4,4,1,5,1,999,3,2,2,1,2,3,3,0,1,1,f55c664d,730
120970.875,110771.16,21877.738,8,5,3,4,1,1,2,2025,1,6,1,6,2,1,3,1,999,1,2,4,2,4,2,3,0,2,1,b670dca3,731
10970.876,16771.152,2877.7388,99,99,99,4,2,9,9,2025,1,1,3,9,4,99,4,9,835,1,1,4,1,4,2,1,0,1,2,5a94f526,731
14970.876,22771.152,2877.7388,13,6,8,5,2,4,5,2025,2,8,1,2,1,1,3,1,535,3,1,5,1,5,2,3,0,2,1,72f89d39,731
10970.876,24771.152,2877.7388,13,0,99,2,2,9,9,2025,1,12,1,9,4,13,3,1,999,1,1,2,1,2,2,2,0,1,2,e522f0d5,731
11970.876,25771.152,2877.7388,13,0,8,4,1,1,2,2025,1,7,2,4,4,2,2,1,999,2,1,4,1,4,2,2,0,3,2,fd2f2a03,732
17970.875,29771.152,2877.7388,13,2,7,4,2,1,2,2025,1,8,1,4,4,1,4,1,999,1,2,4,1,4,2,2,1,2,2,6597379a,732
94970.875,102771.16,17877.738,5,7,2,2,2,1,9,2025,1,5,1,1,1,1,4,1,933,1,1,2,1,2,3,4,0,3,1,23ac590f,732
10970.876,16771.152,2877.7388,99,99,99,5,2,9,9,2025,1,2,3,9,2,99,3,9,535,1,1,5,1,5,2,2,1,1,2,48e5fd0d,732
10970.876,33771.152,2877.7388,13,0,99,3,1,9,9,2025,1,13,1,9,4,13,2,1,462,2,1,3,2,3,2,2,0,1,2,90be7d5d,733
10970.876,16771.152,2877.7388,99,99,99,4,2,9,9,2025,1,2,4,9,4,99,3,9,999,1,1,4,1,4,2,2,0,1,3,80629001,733
20970.875,23771.152,2877.7388,13,5,5,4,2,1,2,2025,1,4,3,5,4,1,3,2,999,1,1,1,1,1,1,1,0,2,2,6c8c259a,733
10970.876,28771.152,2877.7388,13,0,99,3,1,9,9,2025,1,11,2,9,4,13,2,1,999,2,3,3,1,2,2,2,0,1,2,d8d4c20d,734
10970.876,16771.152,2877.7388,13,0,99,4,2,9,9,2025,1,3,3,9,4,6,3,1,999,1,1,4,1,4,1,1,0,1,2,8f49553b,734
25970.875,37771.152,2878.7388,7,2,7,4,2,1,2,2025,3,6,1,5,1,1,5,1,933,1,2,4,1,4,2,2,1,1,2,5496529f,734
14970.876,52771.152,8877.738,8,0,99,2,1,9,9,2025,1,11,1,9,4,13,5,1,999,1,2,2,2,2,2,3,0,2,3,a20f11bb,735
10970.876,16772.152,2877.7388,99,99,99,4,2,9,9,2025,1,2,4,9,4,99,2,9,462,3,1,4,2,4,3,4,0,1,1,e6548ea6,735
46970.875,89771.16,9877.738,10,6,4,2,1,3,2,2025,1,12,1,5,4,1,3,1,999,1,1,2,1,2,2,2,0,1,1,35402585,736
10970.876,27771.152,2878.7388,8,0,99,2,2,9,9,2025,1,11,1,9,4,13,2,1,999,2,1,2,2,2,2,1,0,1,2,f7b6824e,736
22970.875,94771.16,27877.738,8,0,99,2,1,9,9,2025,1,13,1,9,4,13,2,1,999,3,2,2,2,2,3,4,0,1,1,5944c89f,737
10971.876,20771.152,2877.7388,4,2,7,2,2,1,2,2025,2,4,4,4,1,1,3,2,535,1,1,2,2,2,2,2,1,1,2,fd03dad8,737
63970.875,66771.16,9877.738,8,5,8,3,1,1,2,2025,3,8,1,4,1,1,3,1,999,1,2,3,2,3,3,3,0,3,1,793b4bfb,738
20970.875,27771.152,2877.7388,8,0,99,2,2,9,9,2025,1,5,4,9,4,9,2,1,999,2,1,2,2,2,3,3,0,2,1,26db683f,738
40970.875,42771.152,4877.739,13,5,10,3,2,1,2,2025,1,5,3,6,2,1,3,1,535,1,1,3,2,3,3,3,0,1,1,a1bf010b,738
21970.875,43771.152,2877.7388,13,0,7,2,1,1,9,2025,2,8,1,9,1,11,3,1,535,1,2,2,1,2,2,2,0,1,1,16d3f5a0,739
10970.876,20771.152,2877.7388,11,0,7,3,2,1,9,2025,3,7,1,9,1,4,2,1,462,2,2,3,1,3,3,4,0,1,3,9e21eee0,739
140970.88,166771.16,46877.74,8,7,3,3,1,1,9,2025,1,9,2,1,4,1,4,1,999,1,3,3,2,3,1,1,1,1,2,43bae340,740
45970.875,88771.16,16877.738,3,6,7,2,2,2,2,2025,1,12,1,4,3,1,2,1,462,3,2,2,1,2,3,4,0,1,1,d63c6b2a,740
10970.876,26771.152,2877.7388,13,0,8,2,2,2,9,2025,1,11,1,9,4,10,4,1,999,1,1,2,2,2,3,4,0,1,1,cd3be764,740
90970.875,89771.16,14877.738,13,5,10,2,1,1,2,2025,1,10,1,5,3,1,3,1,999,1,1,2,2,2,2,4,0,1,1,c557ab42,741
10970.876,36771.152,4877.739,10,0,99,2,2,9,9,2025,1,12,1,9,4,13,3,1,999,1,2,2,1,2,2,3,0,1,1,33969251,741
80970.875,88771.16,16877.738,8,5,10,3,1,1,2,2025,1,10,1,4,4,1,3,1,535,1,2,3,2,3,2,1,1,2,2,c1cbd08d,742
29970.875,57771.152,8877.738,13,0,99,4,2,9,9,2025,1,10,1,9,3,13,5,1,933,1,2,4,1,4,3,4,0,1,1,85e18bc9,742
23970.875,21771.152,2877.7388,13,6,8,5,2,1,2,2025,1,3,4,2,4,1,4,1,835,1,1,5,2,5,3,4,0,2,1,7646361f,742
110970.875,166771.16,49877.74,6,3,10,2,1,1,2,2025,1,8,1,5,4,1,4,1,835,1,2,2,2,2,3,3,0,1,1,73c9f702,743
80970.875,103771.16,18877.738,6,5,2,3,2,3,2,2025,1,10,1,4,4,1,4,1,999,1,2,3,1,3,2,1,0,1,2,fe299e18,743
10970.876,47771.152,4877.739,4,0,99,2,1,9,9,2025,1,12,1,9,3,13,5,1,999,1,2,2,1,2,2,4,0,3,1,58704038,744
10970.876,16771.152,2877.7388,99,99,99,3,2,9,9,2025,1,2,3,9,4,99,2,9,999,3,1,3,1,3,2,3,0,1,1,afc80d5a,744
25970.875,46771.152,5877.739,13,0,99,4,1,9,9,2025,1,7,1,9,4,13,4,1,999,1,2,4,2,4,3,4,0,1,3,b428a553,745
10970.876,16771.152,2877.7388,13,1,7,4,2,1,2,2025,1,3,3,5,4,1,3,2,999,1,1,4,1,4,3,4,0,1,3,b758f957,745
70970.875,83771.16,19877.738,8,10,8,2,2,1,2,2025,1,11,1,2,4,1,4,1,999,1,2,2,2,2,2,2,0,1,1,eb9da19b,745
10970.876,16771.152,2877.7388,13,0,8,3,2,1,9,2025,1,3,3,9,4,9,1,1,999,1,1,3,2,3,2,2,0,3,1,30ff3010,745
55970.875,75771.16,12877.738,10,3,4,4,1,1,2,2025,1,10,1,4,4,1,4,1,999,1,2,4,1,4,3,3,0,1,1,9a12a930,746
10970.876,17771.152,2877.7388,99,99,99,3,2,9,9,2025,1,2,3,9,4,99,3,9,535,1,1,3,2,3,1,1,0,1,2,829638de,746
10970.876,18771.152,2877.7388,13,0,99,3,2,9,9,2025,1,4,3,9,4,10,3,1,999,1,1,3,2,3,2,3,0,1,1,98d9d572,746
22970.875,29771.152,2877.7388,13,4,4,4,2,1,2,2025,1,4,3,4,4,1,4,1,825,1,1,4,2,4,2,2,1,1,2,22b49324,746
19970.875,46771.152,5877.739,13,0,99,4,1,9,9,2025,1,6,1,9,2,13,4,1,835,1,2,4,2,4,2,4,1,1,3,26504a6f,747
220970.88,246771.16,31877.738,5,8,2,2,2,1,2,2025,1,5,1,4,2,1,3,1,535,1,1,2,1,2,3,4,0,1,1,561c0445,747
10970.876,17771.152,2877.7388,99,99,99,3,2,9,9,2025,1,1,3,9,4,99,4,9,835,1,1,3,1,3,1,1,1,1,2,3a9f3239,747
10971.876,23771.152,2877.7388,13,0,99,6,2,9,9,2025,2,7,1,9,1,14,4,1,835,1,2,6,1,6,2,3,0,2,1,2f89e48a,747
10970.876,56771.152,7877.739,8,0,99,3,1,9,9,2025,1,12,1,9,4,13,3,1,999,1,2,3,2,3,2,3,0,2,1,8aaf89ae,748
10970.876,16771.152,2877.7388,99,99,99,4,2,9,9,2025,1,1,3,9,4,99,5,9,999,1,1,4,2,4,2,2,0,2,3,63edaa21,748
29970.875,43771.152,2877.7388,13,0,2,2,2,1,9,2025,1,4,1,9,4,11,2,2,462,2,1,2,1,2,3,4,0,2,1,a608a276,748
105970.875,115771.16,21877.738,3,4,2,2,1,1,9,2025,1,8,1,1,4,1,3,1,535,3,2,2,1,2,3,3,0,1,1,54047797,749
45970.875,57771.152,6877.739,8,0,10,3,2,1,4,2025,3,8,1,2,1,2,2,2,462,3,2,3,2,3,3,3,0,1,2,75d00dde,749
63970.875,71771.16,6877.739,9,5,3,2,1,1,2,2025,2,6,1,4,1,1,5,1,999,1,1,2,1,2,2,2,1,1,2,6ea1aa9b,750
10970.876,16771.152,2877.7388,99,99,99,6,2,9,9,2025,1,1,3,9,2,99,2,9,462,3,1,6,2,6,2,2,0,1,2,5197d859,750
140970.88,156771.16,29877.738,10,5,4,2,1,1,6,2025,2,10,1,4,1,1,2,2,462,1,2,2,1,2,3,4,0,1,1,92726bb0,751
10970.876,16771.152,2877.7388,99,99,99,3,2,9,9,2025,1,1,3,9,4,99,2,9,462,2,1,3,2,3,3,4,0,1,1,fc18b3ed,751
22970.875,37771.152,2878.7388,2,1,2,2,1,1,2,2025,2,7,1,6,1,1,2,2,462,3,2,2,1,2,2,2,0,1,2,ed91d372,752
10970.876,32771.152,2877.7388,13,0,99,2,2,9,9,2025,1,13,1,9,4,13,3,1,999,1,2,2,1,2,3,4,0,2,1,760d0999,752
23970.875,55771.152,6877.739,10,2,4,2,1,1,2,2025,1,12,1,4,3,1,3,1,999,1,2,2,1,2,1,1,0,1,2,7e08eaa1,753
10970.876,16771.152,2877.7388,99,99,99,4,2,9,9,2025,1,1,3,9,4,99,1,9,999,1,1,4,2,4,3,4,0,2,1,2b895880,753
10970.876,28771.152,2877.7388,13,0,99,2,1,9,9,2025,1,12,1,9,4,13,2,1,999,2,1,2,2,2,3,4,0,1,1,3b2c19a9,754
41970.875,41771.152,3877.7388,4,4,5,2,2,1,9,2025,1,5,1,1,2,1,3,1,999,1,1,2,1,2,2,2,0,1,1,050c4ddd,754
16970.875,32771.152,2877.7388,13,0,8,2,1,1,9,2025,1,5,1,9,4,3,4,1,999,1,1,2,2,2,2,3,0,1,3,da095dcd,755
10970.876,16771.152,2877.7388,99,99,99,3,2,9,9,2025,1,2,3,9,4,99,3,9,535,1,1,3,2,3,2,1,0,1,2,fb15a3e1,755
