EPINO,WGHT_EPI,end,occPRE,start,occACT,Alone,Spouse,Children,parents,otherHHs,others,otherInFAMs,friends,PR,REGION,DDAY,HHSIZE,AGEGRP,SEX,MARSTH,KOL,ATTSCH,HDGREE,NOCS,NAICS,LFTAG,COW,HRSWRK,MODE,POWST,TOTINC,CMA,PHSDFLG,CXRFLAG,PARNUM,SIM_HH_ID,Day_Type,AgentID,DTYPE,BEDRM,CONDO,ROOM,REPAIR
5.0,20010.5012,1300,2,1215,6,1,2,2,2,2,2,2.0,2.0,5,5.0,5.0,3,1,2,1,1,1.0,99.0,1,7.0,1.0,1,2,2,2.0,3.0,1.0,2.0,2.0,0.0,612,Weekday,150,2,1,0,1,3
6.0,20010.5012,1430,2,1300,8,2,2,2,2,2,2,2.0,1.0,5,5.0,5.0,3,1,2,1,1,1.0,99.0,1,7.0,1.0,1,2,2,2.0,3.0,1.0,2.0,2.0,0.0,612,Weekday,150,2,1,0,1,3
7.0,20010.5012,1440,10,1430,13,1,2,2,2,2,2,2.0,2.0,5,5.0,5.0,3,1,2,1,1,1.0,99.0,1,7.0,1.0,1,2,2,2.0,3.0,1.0,2.0,2.0,0.0,612,Weekday,150,2,1,0,1,3
8.0,20010.5012,1520,1,1440,14,1,2,2,2,2,2,2.0,2.0,5,5.0,5.0,3,1,2,1,1,1.0,99.0,1,7.0,1.0,1,2,2,2.0,3.0,1.0,2.0,2.0,0.0,612,Weekday,150,2,1,0,1,3
9.0,20010.5012,1920,1,1520,5,1,2,2,2,2,2,2.0,2.0,5,5.0,5.0,3,1,2,1,1,1.0,99.0,1,7.0,1.0,1,2,2,2.0,3.0,1.0,2.0,2.0,0.0,612,Weekday,150,2,1,0,1,3
10.0,20010.5012,1935,1,1920,8,1,2,2,2,2,2,2.0,2.0,5,5.0,5.0,3,1,2,1,1,1.0,99.0,1,7.0,1.0,1,2,2,2.0,3.0,1.0,2.0,2.0,0.0,612,Weekday,150,2,1,0,1,3
11.0,20010.5012,1945,10,1935,13,1,2,2,2,2,2,2.0,2.0,5,5.0,5.0,3,1,2,1,1,1.0,99.0,1,7.0,1.0,1,2,2,2.0,3.0,1.0,2.0,2.0,0.0,612,Weekday,150,2,1,0,1,3
12.0,20010.5012,2115,9,1945,11,2,2,2,2,2,1,2.0,2.0,5,5.0,5.0,3,1,2,1,1,1.0,99.0,1,7.0,1.0,1,2,2,2.0,3.0,1.0,2.0,2.0,0.0,612,Weekday,150,2,1,0,1,3
13.0,20010.5012,2130,10,2115,13,1,2,2,2,2,2,2.0,2.0,5,5.0,5.0,3,1,2,1,1,1.0,99.0,1,7.0,1.0,1,2,2,2.0,3.0,1.0,2.0,2.0,0.0,612,Weekday,150,2,1,0,1,3
14.0,20010.5012,2145,10,2130,13,1,2,2,2,2,2,2.0,2.0,5,5.0,5.0,3,1,2,1,1,1.0,99.0,1,7.0,1.0,1,2,2,2.0,3.0,1.0,2.0,2.0,0.0,612,Weekday,150,2,1,0,1,3
15.0,20010.5012,2200,1,2145,6,2,2,2,2,2,2,1.0,2.0,5,5.0,5.0,3,1,2,1,1,1.0,99.0,1,7.0,1.0,1,2,2,2.0,3.0,1.0,2.0,2.0,0.0,612,Weekday,150,2,1,0,1,3
16.0,20010.5012,2330,1,2200,9,1,2,2,2,2,2,2.0,2.0,5,5.0,5.0,3,1,2,1,1,1.0,99.0,1,7.0,1.0,1,2,2,2.0,3.0,1.0,2.0,2.0,0.0,612,Weekday,150,2,1,0,1,3
17.0,20010.5012,30,1,2330,8,1,2,2,2,2,2,2.0,2.0,5,5.0,5.0,3,1,2,1,1,1.0,99.0,1,7.0,1.0,1,2,2,2.0,3.0,1.0,2.0,2.0,0.0,612,Weekday,150,2,1,0,1,3
18.0,20010.5012,200,1,30,9,1,2,2,2,2,2,2.0,2.0,5,5.0,5.0,3,1,2,1,1,1.0,99.0,1,7.0,1.0,1,2,2,2.0,3.0,1.0,2.0,2.0,0.0,612,Weekday,150,2,1,0,1,3
19.0,20010.5012,400,1,200,5,1,2,2,2,2,2,2.0,2.0,5,5.0,5.0,3,1,2,1,1,1.0,99.0,1,7.0,1.0,1,2,2,2.0,3.0,1.0,2.0,2.0,0.0,612,Weekday,150,2,1,0,1,3
1.0,3716.2836,1215,2,400,1,1,2,2,2,2,2,2.0,2.0,2,2.0,6.0,2,5,2,2,2,2.0,2.0,8,8.0,1.0,1,2,2,2.0,3.0,1.0,1.0,2.0,0.0,612,Weekday,151,2,1,1,1,1
2.0,3716.2836,1315,2,1215,1,1,2,2,2,2,2,2.0,2.0,2,2.0,6.0,2,5,2,2,2,2.0,2.0,8,8.0,1.0,1,2,2,2.0,3.0,1.0,1.0,2.0,0.0,612,Weekday,151,2,1,1,1,1
3.0,3716.2836,1715,2,1315,1,1,2,2,2,2,2,2.0,2.0,2,2.0,6.0,2,5,2,2,2,2.0,2.0,8,8.0,1.0,1,2,2,2.0,3.0,1.0,1.0,2.0,0.0,612,Weekday,151,2,1,1,1,1
4.0,3716.2836,1815,10,1715,13,1,2,2,2,2,2,2.0,2.0,2,2.0,6.0,2,5,2,2,2,2.0,2.0,8,8.0,1.0,1,2,2,2.0,3.0,1.0,1.0,2.0,0.0,612,Weekday,151,2,1,1,1,1
5.0,3716.2836,1935,1,1815,2,2,1,2,2,2,2,2.0,2.0,2,2.0,6.0,2,5,2,2,2,2.0,2.0,8,8.0,1.0,1,2,2,2.0,3.0,1.0,1.0,2.0,0.0,612,Weekday,151,2,1,1,1,1
6.0,3716.2836,2035,1,1935,7,1,2,2,2,2,2,2.0,2.0,2,2.0,6.0,2,5,2,2,2,2.0,2.0,8,8.0,1.0,1,2,2,2.0,3.0,1.0,1.0,2.0,0.0,612,Weekday,151,2,1,1,1,1
7.0,3716.2836,5,1,2035,10,2,1,2,2,2,2,2.0,2.0,2,2.0,6.0,2,5,2,2,2,2.0,2.0,8,8.0,1.0,1,2,2,2.0,3.0,1.0,1.0,2.0,0.0,612,Weekday,151,2,1,1,1,1
8.0,3716.2836,400,1,5,5,2,1,2,2,2,2,2.0,2.0,2,2.0,6.0,2,5,2,2,2,2.0,2.0,8,8.0,1.0,1,2,2,2.0,3.0,1.0,1.0,2.0,0.0,612,Weekday,151,2,1,1,1,1
1.0,14828.5512,900,1,400,5,1,2,2,2,2,2,2.0,2.0,5,2.0,7.0,3,1,2,1,3,1.0,2.0,7,95.0,1.0,1,2,2,2.0,1.0,1.0,2.0,2.0,2.0,612,Weekend,150,2,1,0,1,3
2.0,14828.5512,920,1,900,5,1,2,2,2,2,2,2.0,2.0,5,2.0,7.0,3,1,2,1,3,1.0,2.0,7,95.0,1.0,1,2,2,2.0,1.0,1.0,2.0,2.0,2.0,612,Weekend,150,2,1,0,1,3
3.0,14828.5512,1020,1,920,7,1,2,2,2,2,2,2.0,2.0,5,2.0,7.0,3,1,2,1,3,1.0,2.0,7,95.0,1.0,1,2,2,2.0,1.0,1.0,2.0,2.0,2.0,612,Weekend,150,2,1,0,1,3
4.0,14828.5512,1040,10,1020,13,1,2,2,2,2,2,2.0,2.0,5,2.0,7.0,3,1,2,1,3,1.0,2.0,7,95.0,1.0,1,2,2,2.0,1.0,1.0,2.0,2.0,2.0,612,Weekend,150,2,1,0,1,3
5.0,14828.5512,2040,2,1040,1,1,2,2,2,2,2,2.0,2.0,5,2.0,7.0,3,1,2,1,3,1.0,2.0,7,95.0,1.0,1,2,2,2.0,1.0,1.0,2.0,2.0,2.0,612,Weekend,150,2,1,0,1,3
6.0,14828.5512,2100,10,2040,13,1,2,2,2,2,2,2.0,2.0,5,2.0,7.0,3,1,2,1,3,1.0,2.0,7,95.0,1.0,1,2,2,2.0,1.0,1.0,2.0,2.0,2.0,612,Weekend,150,2,1,0,1,3
7.0,14828.5512,2200,1,2100,7,1,2,2,2,2,2,2.0,2.0,5,2.0,7.0,3,1,2,1,3,1.0,2.0,7,95.0,1.0,1,2,2,2.0,1.0,1.0,2.0,2.0,2.0,612,Weekend,150,2,1,0,1,3
8.0,14828.5512,2230,1,2200,6,1,2,2,2,2,2,2.0,2.0,5,2.0,7.0,3,1,2,1,3,1.0,2.0,7,95.0,1.0,1,2,2,2.0,1.0,1.0,2.0,2.0,2.0,612,Weekend,150,2,1,0,1,3
9.0,14828.5512,130,1,2230,10,2,2,2,1,2,2,2.0,2.0,5,2.0,7.0,3,1,2,1,3,1.0,2.0,7,95.0,1.0,1,2,2,2.0,1.0,1.0,2.0,2.0,2.0,612,Weekend,150,2,1,0,1,3
10.0,14828.5512,400,1,130,5,1,2,2,2,2,2,2.0,2.0,5,2.0,7.0,3,1,2,1,3,1.0,2.0,7,95.0,1.0,1,2,2,2.0,1.0,1.0,2.0,2.0,2.0,612,Weekend,150,2,1,0,1,3
1.0,1342.5025,700,1,400,5,2,1,2,2,2,2,2.0,2.0,2,4.0,1.0,2,5,2,2,1,2.0,2.0,7,7.0,1.0,1,2,2,2.0,3.0,1.0,1.0,2.0,0.0,612,Weekend,151,2,1,1,1,1
2.0,1342.5025,710,1,700,7,1,2,2,2,2,2,2.0,2.0,2,4.0,1.0,2,5,2,2,1,2.0,2.0,7,7.0,1.0,1,2,2,2.0,3.0,1.0,1.0,2.0,0.0,612,Weekend,151,2,1,1,1,1
3.0,1342.5025,840,1,710,6,2,1,2,2,2,2,2.0,2.0,2,4.0,1.0,2,5,2,2,1,2.0,2.0,7,7.0,1.0,1,2,2,2.0,3.0,1.0,1.0,2.0,0.0,612,Weekend,151,2,1,1,1,1
4.0,1342.5025,940,1,840,10,2,1,2,2,2,2,2.0,2.0,2,4.0,1.0,2,5,2,2,1,2.0,2.0,7,7.0,1.0,1,2,2,2.0,3.0,1.0,1.0,2.0,0.0,612,Weekend,151,2,1,1,1,1
5.0,1342.5025,1045,1,940,2,2,1,2,2,2,2,2.0,2.0,2,4.0,1.0,2,5,2,2,1,2.0,2.0,7,7.0,1.0,1,2,2,2.0,3.0,1.0,1.0,2.0,0.0,612,Weekend,151,2,1,1,1,1
6.0,1342.5025,1230,1,1045,10,2,1,2,2,2,2,2.0,2.0,2,4.0,1.0,2,5,2,2,1,2.0,2.0,7,7.0,1.0,1,2,2,2.0,3.0,1.0,1.0,2.0,0.0,612,Weekend,151,2,1,1,1,1
7.0,1342.5025,1530,10,1230,13,2,1,2,2,2,1,2.0,2.0,2,4.0,1.0,2,5,2,2,1,2.0,2.0,7,7.0,1.0,1,2,2,2.0,3.0,1.0,1.0,2.0,0.0,612,Weekend,151,2,1,1,1,1
8.0,1342.5025,1715,1,1530,10,2,1,2,2,2,2,2.0,2.0,2,4.0,1.0,2,5,2,2,1,2.0,2.0,7,7.0,1.0,1,2,2,2.0,3.0,1.0,1.0,2.0,0.0,612,Weekend,151,2,1,1,1,1
9.0,1342.5025,1900,1,1715,6,2,1,2,2,2,2,2.0,2.0,2,4.0,1.0,2,5,2,2,1,2.0,2.0,7,7.0,1.0,1,2,2,2.0,3.0,1.0,1.0,2.0,0.0,612,Weekend,151,2,1,1,1,1
10.0,1342.5025,2250,1,1900,9,2,1,2,1,2,2,2.0,2.0,2,4.0,1.0,2,5,2,2,1,2.0,2.0,7,7.0,1.0,1,2,2,2.0,3.0,1.0,1.0,2.0,0.0,612,Weekend,151,2,1,1,1,1
11.0,1342.5025,2300,1,2250,10,2,1,2,2,2,2,2.0,2.0,2,4.0,1.0,2,5,2,2,1,2.0,2.0,7,7.0,1.0,1,2,2,2.0,3.0,1.0,1.0,2.0,0.0,612,Weekend,151,2,1,1,1,1
12.0,1342.5025,400,1,2300,5,2,1,2,2,2,2,2.0,2.0,2,4.0,1.0,2,5,2,2,1,2.0,2.0,7,7.0,1.0,1,2,2,2.0,3.0,1.0,1.0,2.0,0.0,612,Weekend,151,2,1,1,1,1
1.0,1624.2896,600,1,400,5,2,1,1,2,2,2,2.0,2.0,4,4.0,4.0,4,3,2,2,1,2.0,1.0,7,6.0,1.0,1,2,2,2.0,3.0,1.0,1.0,1.0,0.0,613,Weekday,152,3,2,0,3,1
2.0,1624.2896,1200,1,600,10,2,1,1,2,2,2,2.0,2.0,4,4.0,4.0,4,3,2,2,1,2.0,1.0,7,6.0,1.0,1,2,2,2.0,3.0,1.0,1.0,1.0,0.0,613,Weekday,152,3,2,0,3,1
3.0,1624.2896,1415,1,1200,5,1,2,2,2,2,2,2.0,2.0,4,4.0,4.0,4,3,2,2,1,2.0,1.0,7,6.0,1.0,1,2,2,2.0,3.0,1.0,1.0,1.0,0.0,613,Weekday,152,3,2,0,3,1
4.0,1624.2896,1430,1,1415,7,2,1,2,2,2,2,2.0,2.0,4,4.0,4.0,4,3,2,2,1,2.0,1.0,7,6.0,1.0,1,2,2,2.0,3.0,1.0,1.0,1.0,0.0,613,Weekday,152,3,2,0,3,1
5.0,1624.2896,1445,10,1430,13,2,1,2,2,2,2,2.0,2.0,4,4.0,4.0,4,3,2,2,1,2.0,1.0,7,6.0,1.0,1,2,2,2.0,3.0,1.0,1.0,1.0,0.0,613,Weekday,152,3,2,0,3,1
6.0,1624.2896,1545,9,1445,7,2,1,2,2,2,2,2.0,2.0,4,4.0,4.0,4,3,2,2,1,2.0,1.0,7,6.0,1.0,1,2,2,2.0,3.0,1.0,1.0,1.0,0.0,613,Weekday,152,3,2,0,3,1
7.0,1624.2896,1615,10,1545,13,2,1,2,2,2,2,2.0,2.0,4,4.0,4.0,4,3,2,2,1,2.0,1.0,7,6.0,1.0,1,2,2,2.0,3.0,1.0,1.0,1.0,0.0,613,Weekday,152,3,2,0,3,1
8.0,1624.2896,1715,1,1615,2,2,1,1,2,2,2,2.0,2.0,4,4.0,4.0,4,3,2,2,1,2.0,1.0,7,6.0,1.0,1,2,2,2.0,3.0,1.0,1.0,1.0,0.0,613,Weekday,152,3,2,0,3,1
9.0,1624.2896,2215,1,1715,10,2,1,1,2,2,2,2.0,2.0,4,4.0,4.0,4,3,2,2,1,2.0,1.0,7,6.0,1.0,1,2,2,2.0,3.0,1.0,1.0,1.0,0.0,613,Weekday,152,3,2,0,3,1
10.0,1624.2896,400,1,2215,5,2,1,1,2,2,2,2.0,2.0,4,4.0,4.0,4,3,2,2,1,2.0,1.0,7,6.0,1.0,1,2,2,2.0,3.0,1.0,1.0,1.0,0.0,613,Weekday,152,3,2,0,3,1
1.0,19350.2953,600,1,400,5,1,2,2,2,2,2,2.0,2.0,3,5.0,6.0,4,1,1,1,3,1.0,5.0,2,16.0,1.0,1,2,2,2.0,2.0,1.0,2.0,2.0,2.0,613,Weekday,153,1,3,0,4,1
2.0,19350.2953,730,1,600,7,2,2,2,1,2,2,2.0,2.0,3,5.0,6.0,4,1,1,1,3,1.0,5.0,2,16.0,1.0,1,2,2,2.0,2.0,1.0,2.0,2.0,2.0,613,Weekday,153,1,3,0,4,1
3.0,19350.2953,830,13,730,13,1,2,2,2,2,2,2.0,2.0,3,5.0,6.0,4,1,1,1,3,1.0,5.0,2,16.0,1.0,1,2,2,2.0,2.0,1.0,2.0,2.0,2.0,613,Weekday,153,1,3,0,4,1
4.0,19350.2953,1230,2,830,8,2,2,2,2,2,2,2.0,1.0,3,5.0,6.0,4,1,1,1,3,1.0,5.0,2,16.0,1.0,1,2,2,2.0,2.0,1.0,2.0,2.0,2.0,613,Weekday,153,1,3,0,4,1
5.0,19350.2953,1330,2,1230,8,2,2,2,2,2,2,2.0,1.0,3,5.0,6.0,4,1,1,1,3,1.0,5.0,2,16.0,1.0,1,2,2,2.0,2.0,1.0,2.0,2.0,2.0,613,Weekday,153,1,3,0,4,1
6.0,19350.2953,1530,2,1330,8,2,2,2,2,2,2,2.0,1.0,3,5.0,6.0,4,1,1,1,3,1.0,5.0,2,16.0,1.0,1,2,2,2.0,2.0,1.0,2.0,2.0,2.0,613,Weekday,153,1,3,0,4,1
7.0,19350.2953,1700,13,1530,13,1,2,2,2,2,2,2.0,2.0,3,5.0,6.0,4,1,1,1,3,1.0,5.0,2,16.0,1.0,1,2,2,2.0,2.0,1.0,2.0,2.0,2.0,613,Weekday,153,1,3,0,4,1
8.0,19350.2953,1800,1,1700,7,1,2,2,2,2,2,2.0,2.0,3,5.0,6.0,4,1,1,1,3,1.0,5.0,2,16.0,1.0,1,2,2,2.0,2.0,1.0,2.0,2.0,2.0,613,Weekday,153,1,3,0,4,1
9.0,19350.2953,1930,1,1800,6,2,2,2,1,2,2,1.0,2.0,3,5.0,6.0,4,1,1,1,3,1.0,5.0,2,16.0,1.0,1,2,2,2.0,2.0,1.0,2.0,2.0,2.0,613,Weekday,153,1,3,0,4,1
10.0,19350.2953,2300,1,1930,8,1,2,2,2,2,2,2.0,2.0,3,5.0,6.0,4,1,1,1,3,1.0,5.0,2,16.0,1.0,1,2,2,2.0,2.0,1.0,2.0,2.0,2.0,613,Weekday,153,1,3,0,4,1
11.0,19350.2953,400,1,2300,5,1,2,2,2,2,2,2.0,2.0,3,5.0,6.0,4,1,1,1,3,1.0,5.0,2,16.0,1.0,1,2,2,2.0,2.0,1.0,2.0,2.0,2.0,613,Weekday,153,1,3,0,4,1
1.0,3523.0575,800,1,400,5,2,1,1,2,2,2,2.0,2.0,4,4.0,7.0,4,3,2,2,1,2.0,3.0,7,99.0,1.0,1,2,2,2.0,3.0,1.0,1.0,1.0,0.0,613,Weekend,152,3,2,0,3,1
2.0,3523.0575,830,1,800,6,1,2,2,2,2,2,2.0,2.0,4,4.0,7.0,4,3,2,2,1,2.0,3.0,7,99.0,1.0,1,2,2,2.0,3.0,1.0,1.0,1.0,0.0,613,Weekend,152,3,2,0,3,1
3.0,3523.0575,840,10,830,13,1,2,2,2,2,2,2.0,2.0,4,4.0,7.0,4,3,2,2,1,2.0,3.0,7,99.0,1.0,1,2,2,2.0,3.0,1.0,1.0,1.0,0.0,613,Weekend,152,3,2,0,3,1
4.0,3523.0575,1010,5,840,4,1,2,2,2,2,2,2.0,2.0,4,4.0,7.0,4,3,2,2,1,2.0,3.0,7,99.0,1.0,1,2,2,2.0,3.0,1.0,1.0,1.0,0.0,613,Weekend,152,3,2,0,3,1
5.0,3523.0575,1020,10,1010,13,1,2,2,2,2,2,2.0,2.0,4,4.0,7.0,4,3,2,2,1,2.0,3.0,7,99.0,1.0,1,2,2,2.0,3.0,1.0,1.0,1.0,0.0,613,Weekend,152,3,2,0,3,1
6.0,3523.0575,1035,1,1020,2,1,2,2,2,2,2,2.0,2.0,4,4.0,7.0,4,3,2,2,1,2.0,3.0,7,99.0,1.0,1,2,2,2.0,3.0,1.0,1.0,1.0,0.0,613,Weekend,152,3,2,0,3,1
7.0,3523.0575,1210,1,1035,14,1,2,2,2,2,2,2.0,2.0,4,4.0,7.0,4,3,2,2,1,2.0,3.0,7,99.0,1.0,1,2,2,2.0,3.0,1.0,1.0,1.0,0.0,613,Weekend,152,3,2,0,3,1
8.0,3523.0575,1220,1,1210,2,2,1,1,2,2,2,2.0,2.0,4,4.0,7.0,4,3,2,2,1,2.0,3.0,7,99.0,1.0,1,2,2,2.0,3.0,1.0,1.0,1.0,0.0,613,Weekend,152,3,2,0,3,1
9.0,3523.0575,1250,1,1220,6,2,1,1,2,2,2,2.0,2.0,4,4.0,7.0,4,3,2,2,1,2.0,3.0,7,99.0,1.0,1,2,2,2.0,3.0,1.0,1.0,1.0,0.0,613,Weekend,152,3,2,0,3,1
10.0,3523.0575,1320,1,1250,2,2,1,2,2,2,2,2.0,2.0,4,4.0,7.0,4,3,2,2,1,2.0,3.0,7,99.0,1.0,1,2,2,2.0,3.0,1.0,1.0,1.0,0.0,613,Weekend,152,3,2,0,3,1
11.0,3523.0575,1620,1,1320,10,1,2,2,2,2,2,2.0,2.0,4,4.0,7.0,4,3,2,2,1,2.0,3.0,7,99.0,1.0,1,2,2,2.0,3.0,1.0,1.0,1.0,0.0,613,Weekend,152,3,2,0,3,1
12.0,3523.0575,1705,1,1620,2,1,2,2,2,2,2,2.0,2.0,4,4.0,7.0,4,3,2,2,1,2.0,3.0,7,99.0,1.0,1,2,2,2.0,3.0,1.0,1.0,1.0,0.0,613,Weekend,152,3,2,0,3,1
13.0,3523.0575,1740,1,1705,6,2,1,1,2,2,2,2.0,2.0,4,4.0,7.0,4,3,2,2,1,2.0,3.0,7,99.0,1.0,1,2,2,2.0,3.0,1.0,1.0,1.0,0.0,613,Weekend,152,3,2,0,3,1
14.0,3523.0575,1940,1,1740,10,1,2,2,2,2,2,2.0,2.0,4,4.0,7.0,4,3,2,2,1,2.0,3.0,7,99.0,1.0,1,2,2,2.0,3.0,1.0,1.0,1.0,0.0,613,Weekend,152,3,2,0,3,1
15.0,3523.0575,2000,1,1940,3,2,1,1,2,2,2,2.0,2.0,4,4.0,7.0,4,3,2,2,1,2.0,3.0,7,99.0,1.0,1,2,2,2.0,3.0,1.0,1.0,1.0,0.0,613,Weekend,152,3,2,0,3,1
16.0,3523.0575,2300,1,2000,10,1,2,2,2,2,2,2.0,2.0,4,4.0,7.0,4,3,2,2,1,2.0,3.0,7,99.0,1.0,1,2,2,2.0,3.0,1.0,1.0,1.0,0.0,613,Weekend,152,3,2,0,3,1
17.0,3523.0575,400,1,2300,5,2,1,2,2,2,2,2.0,2.0,4,4.0,7.0,4,3,2,2,1,2.0,3.0,7,99.0,1.0,1,2,2,2.0,3.0,1.0,1.0,1.0,0.0,613,Weekend,152,3,2,0,3,1
1.0,16758.34,900,1,400,5,1,2,2,2,2,2,2.0,2.0,3,2.0,1.0,4,1,2,1,2,2.0,1.0,7,18.0,1.0,1,2,2,6.0,2.0,1.0,2.0,2.0,2.0,613,Weekend,153,1,3,0,4,1
2.0,16758.34,910,1,900,6,1,2,2,2,2,2,2.0,2.0,3,2.0,1.0,4,1,2,1,2,2.0,1.0,7,18.0,1.0,1,2,2,6.0,2.0,1.0,2.0,2.0,2.0,613,Weekend,153,1,3,0,4,1
3.0,16758.34,1010,1,910,5,1,2,2,2,2,2,2.0,2.0,3,2.0,1.0,4,1,2,1,2,2.0,1.0,7,18.0,1.0,1,2,2,6.0,2.0,1.0,2.0,2.0,2.0,613,Weekend,153,1,3,0,4,1
4.0,16758.34,1015,12,1010,13,1,2,2,2,2,2,2.0,2.0,3,2.0,1.0,4,1,2,1,2,2.0,1.0,7,18.0,1.0,1,2,2,6.0,2.0,1.0,2.0,2.0,2.0,613,Weekend,153,1,3,0,4,1
5.0,16758.34,1045,3,1015,9,2,2,2,2,1,2,2.0,2.0,3,2.0,1.0,4,1,2,1,2,2.0,1.0,7,18.0,1.0,1,2,2,6.0,2.0,1.0,2.0,2.0,2.0,613,Weekend,153,1,3,0,4,1
6.0,16758.34,1130,4,1045,11,1,2,2,2,2,2,2.0,2.0,3,2.0,1.0,4,1,2,1,2,2.0,1.0,7,18.0,1.0,1,2,2,6.0,2.0,1.0,2.0,2.0,2.0,613,Weekend,153,1,3,0,4,1
7.0,16758.34,1150,1,1130,2,1,2,2,2,2,2,2.0,2.0,3,2.0,1.0,4,1,2,1,2,2.0,1.0,7,18.0,1.0,1,2,2,6.0,2.0,1.0,2.0,2.0,2.0,613,Weekend,153,1,3,0,4,1
8.0,16758.34,1210,1,1150,6,1,2,2,2,2,2,2.0,2.0,3,2.0,1.0,4,1,2,1,2,2.0,1.0,7,18.0,1.0,1,2,2,6.0,2.0,1.0,2.0,2.0,2.0,613,Weekend,153,1,3,0,4,1
9.0,16758.34,1510,1,1210,2,1,2,2,2,2,2,2.0,2.0,3,2.0,1.0,4,1,2,1,2,2.0,1.0,7,18.0,1.0,1,2,2,6.0,2.0,1.0,2.0,2.0,2.0,613,Weekend,153,1,3,0,4,1
10.0,16758.34,1640,1,1510,14,1,2,2,2,2,2,2.0,2.0,3,2.0,1.0,4,1,2,1,2,2.0,1.0,7,18.0,1.0,1,2,2,6.0,2.0,1.0,2.0,2.0,2.0,613,Weekend,153,1,3,0,4,1
11.0,16758.34,1710,1,1640,6,2,2,2,1,2,2,1.0,2.0,3,2.0,1.0,4,1,2,1,2,2.0,1.0,7,18.0,1.0,1,2,2,6.0,2.0,1.0,2.0,2.0,2.0,613,Weekend,153,1,3,0,4,1
12.0,16758.34,2110,1,1710,10,1,2,2,2,2,2,2.0,2.0,3,2.0,1.0,4,1,2,1,2,2.0,1.0,7,18.0,1.0,1,2,2,6.0,2.0,1.0,2.0,2.0,2.0,613,Weekend,153,1,3,0,4,1
13.0,16758.34,400,1,2110,5,1,2,2,2,2,2,2.0,2.0,3,2.0,1.0,4,1,2,1,2,2.0,1.0,7,18.0,1.0,1,2,2,6.0,2.0,1.0,2.0,2.0,2.0,613,Weekend,153,1,3,0,4,1
1.0,3673.9027,700,1,400,5,1,2,2,2,2,2,2.0,2.0,3,5.0,3.0,2,2,1,2,1,2.0,6.0,3,12.0,1.0,2,2,2,2.0,5.0,1.0,2.0,2.0,0.0,616,Weekday,154,1,3,0,4,3
2.0,3673.9027,730,1,700,7,1,2,2,2,2,2,2.0,2.0,3,5.0,3.0,2,2,1,2,1,2.0,6.0,3,12.0,1.0,2,2,2,2.0,5.0,1.0,2.0,2.0,0.0,616,Weekday,154,1,3,0,4,3
3.0,3673.9027,830,13,730,13,2,2,2,2,2,1,2.0,2.0,3,5.0,3.0,2,2,1,2,1,2.0,6.0,3,12.0,1.0,2,2,2,2.0,5.0,1.0,2.0,2.0,0.0,616,Weekday,154,1,3,0,4,3
4.0,3673.9027,1200,2,830,1,2,2,2,2,2,2,2.0,1.0,3,5.0,3.0,2,2,1,2,1,2.0,6.0,3,12.0,1.0,2,2,2,2.0,5.0,1.0,2.0,2.0,0.0,616,Weekday,154,1,3,0,4,3
5.0,3673.9027,1300,2,1200,1,2,2,2,2,2,2,2.0,1.0,3,5.0,3.0,2,2,1,2,1,2.0,6.0,3,12.0,1.0,2,2,2,2.0,5.0,1.0,2.0,2.0,0.0,616,Weekday,154,1,3,0,4,3
6.0,3673.9027,1700,2,1300,1,2,2,2,2,2,2,2.0,1.0,3,5.0,3.0,2,2,1,2,1,2.0,6.0,3,12.0,1.0,2,2,2,2.0,5.0,1.0,2.0,2.0,0.0,616,Weekday,154,1,3,0,4,3
7.0,3673.9027,1800,13,1700,13,2,2,2,2,2,1,2.0,2.0,3,5.0,3.0,2,2,1,2,1,2.0,6.0,3,12.0,1.0,2,2,2,2.0,5.0,1.0,2.0,2.0,0.0,616,Weekday,154,1,3,0,4,3
8.0,3673.9027,1830,5,1800,4,2,2,2,2,2,1,2.0,2.0,3,5.0,3.0,2,2,1,2,1,2.0,6.0,3,12.0,1.0,2,2,2,2.0,5.0,1.0,2.0,2.0,0.0,616,Weekday,154,1,3,0,4,3
9.0,3673.9027,1840,12,1830,13,1,2,2,2,2,2,2.0,2.0,3,5.0,3.0,2,2,1,2,1,2.0,6.0,3,12.0,1.0,2,2,2,2.0,5.0,1.0,2.0,2.0,0.0,616,Weekday,154,1,3,0,4,3
10.0,3673.9027,1920,1,1840,2,1,2,2,2,2,2,2.0,2.0,3,5.0,3.0,2,2,1,2,1,2.0,6.0,3,12.0,1.0,2,2,2,2.0,5.0,1.0,2.0,2.0,0.0,616,Weekday,154,1,3,0,4,3
11.0,3673.9027,1935,1,1920,6,1,2,2,2,2,2,2.0,2.0,3,5.0,3.0,2,2,1,2,1,2.0,6.0,3,12.0,1.0,2,2,2,2.0,5.0,1.0,2.0,2.0,0.0,616,Weekday,154,1,3,0,4,3
12.0,3673.9027,1940,1,1935,2,1,2,2,2,2,2,2.0,2.0,3,5.0,3.0,2,2,1,2,1,2.0,6.0,3,12.0,1.0,2,2,2,2.0,5.0,1.0,2.0,2.0,0.0,616,Weekday,154,1,3,0,4,3
13.0,3673.9027,2000,1,1940,7,1,2,2,2,2,2,2.0,2.0,3,5.0,3.0,2,2,1,2,1,2.0,6.0,3,12.0,1.0,2,2,2,2.0,5.0,1.0,2.0,2.0,0.0,616,Weekday,154,1,3,0,4,3
